album_id,album_title,disc_number,track_number,title,length_seconds
57c402b0-9cdc-4354-aac5-f3ad6d4d4078,Introducing… The Beatles,1,3,Anna (Go to Him),177
57c402b0-9cdc-4354-aac5-f3ad6d4d4078,Introducing… The Beatles,1,4,Chains,146
57c402b0-9cdc-4354-aac5-f3ad6d4d4078,Introducing… The Beatles,1,5,Boys,147
57c402b0-9cdc-4354-aac5-f3ad6d4d4078,Introducing… The Beatles,1,6,Love Me Do,141
57c402b0-9cdc-4354-aac5-f3ad6d4d4078,Introducing… The Beatles,1,7,P.S. I Love You,124
57c402b0-9cdc-4354-aac5-f3ad6d4d4078,Introducing… The Beatles,1,8,Baby It’s You,160
57c402b0-9cdc-4354-aac5-f3ad6d4d4078,Introducing… The Beatles,1,9,Do You Want to Know a Secret,120
57c402b0-9cdc-4354-aac5-f3ad6d4d4078,Introducing… The Beatles,1,10,A Taste of Honey,125
57c402b0-9cdc-4354-aac5-f3ad6d4d4078,Introducing… The Beatles,1,11,There’s a Place,113
57c402b0-9cdc-4354-aac5-f3ad6d4d4078,Introducing… The Beatles,1,12,Twist and Shout,153
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,1,I Saw Her Standing There,175
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,2,Misery,108
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,3,Anna (Go to Him),177
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,4,Chains,145
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,5,Boys,146
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,6,Love Me Do,141
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,7,P.S. I Love You,124
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,8,Baby It’s You,160
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,9,Do You Want to Know a Secret,117
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,10,A Taste of Honey,123
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,11,There’s a Place,110
8ae5b091-9e33-4fea-84f0-8ebdebaad184,Introducing… The Beatles,1,12,Twist and Shout,154
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,1,I Saw Her Standing There,175
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,2,Misery,108
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,3,Anna (Go to Him),177
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,4,Chains,145
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,5,Boys,146
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,6,Love Me Do,141
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,7,P.S. I Love You,124
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,8,Baby It’s You,160
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,9,Do You Want to Know a Secret,117
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,10,A Taste of Honey,123
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,11,There’s a Place,110
a83ad2da-7a52-43e8-a13b-8caa29913a33,Introducing… The Beatles,1,12,Twist and Shout,154
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,1,I Saw Her Standing There,175
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,2,Misery,105
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,3,Anna (Go to Him),177
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,4,Chains,146
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,5,Boys,147
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,6,Love Me Do,141
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,7,P.S. I Love You,124
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,8,Baby It’s You,160
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,9,Do You Want to Know a Secret,120
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,10,A Taste of Honey,125
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,11,There’s a Place,113
fbad1a2f-751b-4905-81d6-3f267b619da5,Introducing… The Beatles,1,12,Twist and Shout,153
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,1,I Want to Hold Your Hand,147
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,2,I Saw Her Standing There,177
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,3,This Boy,135
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,4,It Won’t Be Long,136
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,5,All I’ve Got to Do,128
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,6,All My Loving,130
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,7,Don’t Bother Me,151
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,8,Little Child,110
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,9,Till There Was You,140
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,10,Hold Me Tight,154
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,11,I Wanna Be Your Man,122
80e9fd70-dbc5-42c9-a012-d3e802ae76a9,Meet The Beatles!,1,12,Not a Second Time,127
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,1,I Want to Hold Your Hand,147
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,2,I Saw Her Standing There,177
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,3,This Boy,135
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,4,It Won’t Be Long,136
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,5,All I’ve Got to Do,128
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,6,All My Loving,130
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,7,Don’t Bother Me,151
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,8,Little Child,110
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,9,Till There Was You,140
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,10,Hold Me Tight,154
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,11,I Wanna Be Your Man,122
9e2f9f67-cf77-45f9-8c82-0232425f5bb6,Meet The Beatles!,1,12,Not a Second Time,127
